hindi,complaint,category
"एक पट्रोल संचालक से लूट का मामला आया है। पुलिस के अनुसार, गुरुवार को
कुछ लोगों ने पेट्रोल पंप संचालक से जबरन हथिायार के बल पर 11 लाख से ज्यादा
रुपये लूट लिए।","A case of robbery has come from a patrol operator. According to police, on Thursday
Some people forcibly took more than Rs 11 lakh from the petrol pump operator at gunpoint.
Looted Rs.",0
"अविनाश पवार ने डकैती के दौरान एक दंपति की हत्या कर दी थी, वह 30 साल तक
नाम और पता बदलकर पुलिस से बचता रहा","Avinash Pawar killed a couple during a robbery, gets 30 years behind bars
Kept avoiding police by changing name and address",0
"रोहतक जिले में पड़ोस में रहने वाले एक युवक पर छठी क्लास में पढ़ने वाली बच्ची
के साथ रेप का आरोप लगा है।","A girl studying in sixth class attacked a young man living in the neighborhood in Rohtak district.
Has been accused of rape.",4
"सोनीपत में 14 साल की नाबालिग का अपहरण कर वेश्यावृति करने का मामला आया है, नाबालिग का मेडिकल कराने के बाद पुलिस ने अपहरण और पॉक्सो एक्ट की धारा में केस दर्ज कर दो नाबालिग सहित पांच आरोपियों को पकड़ लिया है, जबकि मामले में दो महिलाओं की तलाश की जा रही है.","A case of kidnapping of a 14-year-old minor and forcing her into prostitution has come to light in Sonipat. After getting the minor medically examined, the police have registered a case under the section of Kidnapping and POCSO Act and have arrested five accused including two minors, while two women have been arrested in the case. Search is going on.",2
"मौड़- रामपुरा रोड पर दर्दनाक हादसे में कार चालक समेत 3 लोगों की मौके पर ही मौत हो गई, जबकि कार में सवार एक महिला गंभीर रूप से घायल हो गई।","In a tragic accident on Maur-Rampura road, 3 people including the car driver died on the spot, while a woman in the car was seriously injured.",1
जींद में हुए महिला के ब्लाइंड मर्डर की वारदात का खुलासा करते हुए चार आरोपियो को गिरफ्तार कर एक बाल अपचारी को सरंक्षण में लिया है.,"While revealing the incident of blind murder of a woman in Jind, four accused have been arrested and a child molester has been taken under protection.",3
"रेवाड़ी में बदमाशों ने एक महिला की चाकू से गोदकर हत्या कर फरार हो गए.
दरअसल, बदमाश महिला के साथ लूट कर रहे थे, जब महिला ने इसका विरोध किया
तो बदमाशों ने चाकू से गोद दिया. घटना के दौरा महिला अकेली थी. महिला की
पहचान 65 वर्षीय दर्पण देवी के रूप में हुई है.","In Rewari, miscreants stabbed a woman to death and ran away.
Actually, the miscreants were robbing the woman, when the woman protested against it.
So the miscreants stabbed him with a knife. The woman was alone at the time of the incident. woman's
She has been identified as 65 year old Darpan Devi.",3
सोनपुर में आधी रात को पिस्तौल के दम पर लूटपाट,Looting at midnight in Sonpur at gunpoint,0
"दीवार फांदकर तमंचे की नोक पर वहां पर काम करने वाले कर्मचारी के हाथ-पैर
बांधकर घोड़ी लेकर फरार हो गया था.","After climbing the wall, the hands and legs of the employee working there were shot at gunpoint.
He tied and ran away with the mare.",0
हरियाणा के जींद से युवती को बंधक बनाकर रेप करने का मामला.युवती ने पुलिस को दी शिकायत में बताया कि बीते 4 नवंबर की रात दीपक उसे जबरन अपने साथ ले गया.,"Case of raping a girl by taking her hostage from Jind, Haryana. In the complaint given by the girl to the police, Deepak forcibly took her with him on the night of 4th November.",4
"हरियाणा पुलिस ने गुड़गांव में 19 वर्षीय लड़की के साथ बलात्कार करने के आरोप
में एक तांत्रिक को गिरफ्तार किया है जो एक पंचायत समिति का पूर्व अध्यक्ष भी है।
पुलिस विभाग के एक प्रवक्ता ने बुधवार को इस बाबत जानकारी दी।","Haryana Police accused of raping 19-year-old girl in Gurgaon
Have arrested a Tantrik who is also the former president of a Panchayat Samiti.
A spokesperson of the police department gave information in this regard on Wednesday.",4
अकित आयु करीब 19 साल रवि आयु 19 साल वासी गांव कुराड (पानीपत) सुबहू करीब 5.00 बजे गांव कुराड़ से सुनौली की ओर जाने वाले रोड़ पर दौड़ लगा रहे थे। जिनको किसी अज्ञात वाहन ने टक्कर मार दी। दोनो को राहगीरो ने हस्पताल पहुंचाया। जहां पर दोनो को डाक्टर ने मृत घोषित कर दिया ।,"Akit, aged about 19 years, Ravi, aged 19 years, resident of village Kurad (Panipat), were running on the road leading from village Kurad towards Sunauli at around 5.00 in the morning. Who was hit by an unknown vehicle. Passersby took both of them to the hospital. Where the doctor declared both of them dead.",1
"महेंद्रगढ़ के कनीना में बाइक की आमने-सामने की टक्कर हो गई। मनजीत निवासी
नाहड़ जो अपनी बाईक से अपनी बहन को लेकर उसकी ससुराल नारनौल के पास
छोड़ने जा रहा था। रास्ते में चेलावास गांव के पास आगे से आ रही बाइक ने उन्हें टक्कर
मार दी।जिसमें मनजीत व उसकी बहन की हत्या हो गयी","There was a head-on collision between bikes in Kanina, Mahendragarh. resident of manjeet
Nahar who took his sister on his bike to her in-laws' house in Narnaul.
Was going to leave. On the way, near Chelawas village, a bike coming from ahead hit them.
Killed. In which Manjeet and his sister were murdered.",3
"उन्नाव में प्यार में धोखा खाई प्रेमिका ने थाने पहुंचकर पुलिस के सामने ही जहर
निगल लिया. लकड़ी के इस कदम से पुलिस महकमे में हडकंप मच गया","In Unnao, the girlfriend cheated in love reached the police station and poisoned herself in front of the police.
Swallowed. This wooden move created a stir in the police department",3
"हरियाणा के अंबाला कैं ट की रहने वाली एक लड़की 13 मई को एक मुस्लिम युवक
के साथ घर से भाग गई थी.लड़की के परिजनों को लगातार जान से मारने की धमकी
मिल रही है.","A girl from Ambala Cantt, Haryana was raped by a Muslim youth on 13 May.
Had run away from home with. Constant death threats to the girl's family.
are getting.",2
"हरियाणा के जींद शहर में एक व्यक्ति ने पहले महिला के साथ कथित रूप से दुष्कर्म
किया और फिर उसका अश्लील वीडियो बनाया। घटना के बारे में किसी को बताने पर
महिला को बुरा अंजाम भुगतने की धमकी दी गई।","A man allegedly raped a woman in Haryana's Jind city.
Did it and then made an obscene video of it. telling someone about the incident
The woman was threatened with dire consequences.",4
"एक डकैती के दौरान आज रात को हरियाणा के करनाल शहर में एक दुकान से लूटपाट हुई। अज्ञात चोरों ने दुकान के मालिक और ग्राहकों को धमकाकर मौजूदा संपत्ति को चुरा लिया है। सूचनाओं के अनुसार, घटना रात के लगभग 9 बजे हुई, जब दुकान में कई ग्राहक धाराप्रवाह थे। चोरों ने मास्क पहने हुए वापसी के दरवाजे को बंद कर दिया और घुसकर दुकान के संचालन को नियंत्रित कर लिया।","During a robbery, a shop was looted in Karnal city of Haryana tonight. Unknown thieves have threatened the shop owner and customers and stolen existing property. According to reports, the incident took place around 9 pm when many customers were in the shop. The thieves, wearing masks, locked the return door and entered and took control of the shop's operations.",0
"रेवाड़ी में युवक की हत्या का मामला है। संतोष और मनोज दोनों वेल्डिंग का कार्य
करते थे।रात को दोनों ने मिलकर शराब पी। इसके बाद किसी बात को लेकर दोनों में
विवाद हो गया। मनोज ने पास पड़ी लोहे की एंगल से संतोष के सिर पर कई बार वार
किए।","There is a case of murder of a young man in Rewari. Santosh and Manoj both do welding work.
Used to do. They both drank alcohol together at night. After this both of them talked about something
There was a dispute. Manoj hit Santosh on the head several times with the angle of an iron lying nearby.
Did it.",3
"बहादुरगढ़ में सरकारी जमीन पर धान की रोपाई करने पर किसान की पीट-पीटकर
हत्या कर दी गई.","Farmer beaten for planting paddy on government land in Bahadurgarh
Was murdered.",3
पलवल स्थित एक रेस्टोरेंट में एक युवक ने खुद को गोली मारकर आत्महत्या कर लिया.,A young man committed suicide by shooting himself in a restaurant in Palwal.,3
"48 साल की एक महिला को बेरहमी से मार डाला गया.महिला का शव क्षत-विक्षत
हालत में मिला. उसकी आंखें बाहर निकल गई थीं और जीभ काट दिया गया था. उसके
प्राइवेट पार्ट पर भी हमले किए गए थे.","A 48 year old woman was brutally killed. The woman's body was mutilated.
Found in condition. His eyes were gouged out and his tongue was cut off. His
Private parts were also attacked.",3
"हरियाणा के जींद में एक दलित नाबालिग के साथ आरोपियों ने ऐसी हैवानियत
दिखाई जिसके बाद लोग इस मामले की तुलना दिल्ली के निर्भया कांड से करने लगे.
पुलिस के अनुसार आरोपियों ने 15 साल की लड़की को पहले अगवा किया और बाद में
उसके साथ रेप करने के बाद उसकी हत्या कर दी गई.","The accused did such brutality with a Dalit minor in Jind, Haryana.
After which people started comparing this case with the Nirbhaya case of Delhi.
According to the police, the accused first kidnapped a 15 year old girl and later
After raping her, she was murdered.",4
"रेवाड़ी जिले में आरोपियों ने पहले तुलाराम विहार कॉलोनी में किराये के एक कमरे में
महिला के साथ सामूहिक बलात्कार किया। इसके बाद उन्होंने एक होटल के कमरे में
दोबारा उसके साथ दुष्कर्म किया।","In Rewari district, the accused first stayed in a rented room in Tularam Vihar Colony.
Gang raped the woman. After this he stayed in a hotel room
Raped her again.",4
घटना सोमवार को हुई जब छह वर्षीय लड़की अपने घर के पास एक पार्क में अपने दो साल छोटे भाई के साथ खेल रही थी. आरोपी ने उसका पार्क से अपहरण कर लिया और रेप के बाद में उसकी हत्या कर दी.,The incident occurred on Monday when the six-year-old girl was playing with her two-year-younger brother in a park near their home. The accused kidnapped her from the park and later raped and murdered her.,4
पलवल में 71 साल के एक बुजुर्ग को अगवा कर हत्या कर दी गई. उनका जगतपुरी में एक संपत्ति के लेन-देन को लेकर विवाद था. उसे रुपयों की सख्त जरूरत थी और मृतक संपत्ति के सभी लेनदेन में मध्यस्थता कर रहा था. उसने परिवार को डराने-धमकाने के लिए फिरौती के लिए मृतक के मोबाइल से ही कॉल किया था.,"A 71 year old man was kidnapped and murdered in Palwal. They had a dispute regarding a property transaction in Jagatpuri. He was in dire need of money and the deceased was mediating all property transactions. To threaten the family, he had made a ransom call from the deceased's mobile phone.",2
"हरियाणा के फरीदाबाद जिले की त्रिखा कॉलोनी में पड़ोस में रहने वाले दो युवकों ने
सात वर्ष की बच्ची के साथ कथित रूप से सामूहिक बलात्कार किया। बच्ची को गंभीर
हालत में अस्पताल में भर्ती कराया गया है।","Two youths living in the neighborhood in Trikha Colony of Faridabad district of Haryana.
Allegedly gang raped a seven year old girl. the girl is serious
He has been admitted to the hospital in that condition.",4
"एक महिला और उसके दोस्त एक दूसरी महिला के बच्चे को झूठ बोलकर अगवा
कर ले गए थे. 28 सितंबर को मीनाक्षी नाम की एक महिला ने जानकारी दी कि उसका
किसी से झगड़ा हो गया है. उसका झगड़ा रूबी खातून नाम की महिला से हुआ है.
पैदा होते ही बचे को किया अगवा .","A woman and her friends abducted another woman's child by telling lies.
Taxes were taken away. On September 28, a woman named Meenakshi informed that her
There was a fight with someone. He had a fight with a woman named Ruby Khatoon.
The child was kidnapped as soon as he was born.",2
"नूंह होडल रोड पर स्कूल बस और ट्रक में जोरदार भिड़ंत हो गई, बस में एक निजी स्कूल के बच्चे सवार थे. इस हादसे में 15 से ज्यादा बच्चे घायल हो गए, तो वहीं 3 बच्चों की हालात गंभीर बताई जा रही है. सभी घायल बच्चों को नजदीकी अस्पताल में भर्ती कराया गया है. वहीं पलवल में तीन वाहनों के टकराने से 2 लोगों की मौत हो गई और कई लोग घायल हो गए.","There was a massive collision between a school bus and a truck on Nuh Hodal Road. Children of a private school were traveling in the bus. More than 15 children were injured in this accident, while the condition of 3 children is said to be critical. All the injured children have been admitted to the nearest hospital. In Palwal, two people died and many were injured when three vehicles collided.",1
धर्मेन्द्र पासवान उम्र 38 साल अपने पुत्र शिवम उम्र 9 साल वासी शास्त्री कालोनी समालखा (पानीपत) मोटरसाईकिल पर समालखा की ओर आ रहे थे। गांव किवाना व समालखा के बीच मोटसाईकिल किसी अज्ञात वाहन की चपेट में आ गई। जिससे दोनो पिता व पुत्र की मौत हो गई ।,"Dharmendra Paswan, age 38, was coming towards Samalkha on a motorcycle with his son Shivam, age 9, resident of Shastri Colony, Samalkha (Panipat). The motorcycle got hit by an unknown vehicle between village Kiwana and Samalkha. Due to which both father and son died.",1
"जांच में पता चला कि पंकज और जतिन नाम के दो दोस्त एक बर्थडे पार्टी से देर
रात 2 बजे लौट रहे थे, तभी एक गली में कुछ लड़कों ने उन्हें रोका और सब कुछ
देने को कहा, पीड़ितों ने जब कहा पैसे क्यो दें तो लड़को ने इन दोनों को बुरी तरह
पीटा।","Investigation revealed that two friends named Pankaj and Jatin were late from a birthday party.
They were returning at 2 o'clock in the night, when some boys stopped them in a street and everything
Asked to give money, when the victims asked why give money, the boys beat both of them badly.
Beaten.",0
"गोविंद का आरोप है कि हरिपाल घर से उसके नवजात बच्चे को ले गया और घर का
दरवाजा बाहर से बंद कर दिया.बच्चे को बेचकर पुलिस में की चोरी की रिपोर्ट","Govind alleges that Haripal took away his newborn child from home and
The door was locked from outside. Theft was reported to the police after selling the child.",2
"गुरुवार को बल्लभगढ़ के पास एक लोकल ट्रेन में चार मुस्लिम लड़कों की पिटाई
और एक लड़के की हत्या.","Four Muslim boys beaten in a local train near Ballabhgarh on Thursday
And the murder of a boy.",3
पंचकुला में जड़ी-बूटी बेचने के नाम पर लूट और डकैती करने वाले गिरोह,Gangs committing robbery and robbery in the name of selling herbs in Panchkula,0
"हिसार में एक मां ने अपने ही 8 साल के बच्चे की हत्या कर दी.मां सहित 4 लोगोंने
अवैध संबंध की वजह से बच्चे की कथित हत्या कर शव सड़क के किनारे फें क
दिया.पहले जहरीला पदार्थ देकर उसकी हत्या करने की कोशिश की गई लेकिन जब
मौत नहीं हुई तो पानी में डुबोकर उसे मारा गया.","In Hisar, a mother killed her own 8 year old child. 4 people including the mother.
The child was allegedly murdered due to illicit relationship and the body was thrown on the roadside.
Diya.First an attempt was made to kill him by giving poisonous substance but when
If he did not die, he was killed by drowning him in water.",3
"लॉकडाउन के चलते आरोपी आर्थिक तंगी से जूझ रहे थे इसलिए उन्होंने चुरा लिया
पड़ोसी का बच्चा, बेचने की फिराक में थी.सुनीता को 70 हजार रुपये देने की बात की
गई थी.","The accused were facing financial crisis due to the lockdown, so they stole it.
She was planning to sell the neighbour's child. Talked about giving 70 thousand rupees to Sunita.
Went.",2
"पति ने चाकू मारकर की पत्नी की हत्या, फिर फंदे से लटककर दे दी जान. पंचकुला में एक व्यक्ति ने बुधवार को सुबह आपसी विवाद के बाद अपनी पत्नी की चाकू घोंपकर कथित रूप से हत्या कर दी और फिर फंदे से लटककर आत्महत्या कर ली.","The husband killed his wife by stabbing her, then committed suicide by hanging herself. In Panchkula, a man allegedly stabbed his wife to death on Wednesday morning following a personal dispute and then committed suicide by hanging herself.",3
"मृतक इरफान गत दिनों आरोपियों के परिवार की एक महिला को भगा ले गया था,
उसी के चलते दोनों परिवारों में पुरानी रंजिश चल रही थी और आरोपियों ने आज मौका
देख कर इरफान की बेरहमी से हत्या कर दी.","Deceased Irfan had recently abducted a woman from the family of the accused.
Due to this, there was an old rivalry going on between the two families and the accused took the opportunity today.
Seeing this, Irfan was brutally murdered.",3
रोहतक जिले में मोटरसाइकिल पर सवार होकर ससुराल जा रहे दो बच्चों के पिता को ट्रैक्टर ने टक्कर मार दी। उसके बाद उसे उपचार के लिए रोहतक पीजीआई में लाया गया। जहां रास्ते में उसने दम तोड़ दिया। वहीं मामले की शिकायत पुलिस को दी।,"In Rohtak district, a father of two children who was going to his in-laws' house riding a motorcycle was hit by a tractor. After that he was brought to Rohtak PGI for treatment. Where he died on the way. The matter was reported to the police.",1
"यमुनानगर में विवादित भूमि के स्वामित्व विवाद को ले एक युवक की गोली मारकर
हत्या कर दी गई.","A young man shot dead over ownership dispute over disputed land in Yamunanagar.
Was murdered.",3
"खरगोन शहर में मंगलवार की रात सोनम एग्रोटेक कॉटन जिनिंग फैक्ट्री में लूट की
वारदात से हड़कंप मच गया. यहां नकाबपोश चड्डी बनियान पहने 10 लुटेरों ने 9 लाख
रुपए की लूट को अंजाम दिया है. इस दौरान फैक्ट्री में मौजूद मजदूरों पर चड्डी बनियान
गैंग के लुटेरों ने पथराव कर दिया और टूटी दीवार फांद कर भाग निकले.","Looted at Sonam Agrotech cotton ginning factory in Khargone city on Tuesday night.
The incident created a stir. Here 10 masked robbers wearing tights and vest stole Rs 9 lakh
A robbery of Rs. During this time, tights and vests were worn on the workers present in the factory.
The robbers of the gang pelted stones and escaped by climbing the broken wall.",0
करनाल इन्द्री रोड पर एक बार फिर तेज रफ्तार का कहर देखने को मिला। यहां कार चालक ने दो व्यक्तियों को टक्कर मार दी जिससे दोनों की मौके पर ही मौत हो गई। टक्कर इतनी जोरदार थी कि दोनों गाड़ियां बुरी तरह क्षतिग्रस्त हो गई।,Once again the havoc of high speed was seen on Karnal Indri Road. Here the car driver hit two persons due to which both of them died on the spot. The collision was so strong that both the vehicles were badly damaged.,1
पंचकूला के सेक्टर-5 के बेला विस्टा होटल के पीछे मोड़ पर हरियाणा रोडवेज की बस ने बाइक पर जा रहे ट्रैफिक पुलिसकर्मी को टक्कर मार दी। इस हादसे में पुलिसकर्मी की मौत हो गई। मृतक पुलिसकर्मी की उम्र 45 साल तथा नाम अरुण कुमार मेहरा है। जोकि पंचकूला के रायपुररानी में परिवार के साथ रहता था।,"A Haryana Roadways bus hit a traffic policeman traveling on a bike at the turn behind Bella Vista Hotel in Sector-5, Panchkula. The policeman died in this accident. The age of the deceased policeman is 45 years and name is Arun Kumar Mehra. Who lived with his family in Raipurrani, Panchkula.",1
"हिसार में कुछ दिन पहले बैंक में पैसा जमा कराने जा रहे एक सर्राफा व्यापारी से 1
करोड़ 5 लाख रुपये की नकदी की लूट के मामले में पुलिस ने 7 लुटेरों को गिरफ्तार
कर लिया है।","A few days ago in Hisar, he met a bullion trader who was going to deposit money in the bank.
Police arrested 7 robbers in the case of robbery of cash worth Rs 5 lakh crore
Have done.",0
"मनोज यादव और उसके छोटे भाई मंटू यादव के बीच किसी बात को लेकर विवाद
हो गया. देखते ही देखते विवाद इतना बढ़ गया कि मंटू ने अपने ही बड़े भाई मनोज की
हत्या कर दी.","Dispute over some issue between Manoj Yadav and his younger brother Mantu Yadav
Done. Within no time the dispute increased so much that Mantu started accusing his own elder brother Manoj.
Murdered.",3
"कारोबार के सिलसिले में पंजाब के जालंधर आए पंचकुला के व्यापारी से लाखों
की लूट कार से 2.70 लाख रुपये चोरी हो गए।","Lakhs from Panchkula businessman who came to Jalandhar in Punjab in connection with business
Rs 2.70 lakh were stolen from the looted car.",0
"पानीपत में एक ऐसे गिरोह का पर्दाफाश हुआ है जो दो रुपये के सिक्के की मदद से
ट्रेनों में लूटपाट करता था। 100 किमी की रफ्तार से दौड़ रही ट्रेन को अचानक ये गिरोह
रोक देता था। दो रुपये से लूट का ये खेल महज तीन से चार मिनट तक चलता था।","In Panipat, a gang has been exposed which, with the help of two rupee coins,
Used to loot in trains. This gang suddenly stops a train running at a speed of 100 km
Used to stop. This game of looting for two rupees used to last only for three to four minutes.",0
"यूपीएससी की तैयारी कर रहे एक शख्स ने अपना कर्ज चुकाने के लिए एक 5 साल
के बच्चे को अगवा कर लिया. आरोपी 27 साल का आसिफ सैफी बीटेक और एमटेक
कर चुका है.","A person preparing for UPSC took 5 years to repay his loan.
Kidnapped the child. Accused 27 year old Asif Saifi B.Tech and M.Tech
Has done.",2
"हरियाणा के यमुनानगर के जगाधरी के खेड़ा बाजार मंदिर के समीप शुक्रवार शाम
को एक महिला का बैग काट कर सोने के कड़े चुरा लिए गए। पुलिस सीसीटीवी में नजर
आई संदिग्ध महिलाओं की तलाश में जुटी है। महिला ने जनरल स्टोर से कुछ सामान
खरीदा था, उसकी दौरान उसे शिकार बनाया गया।","Friday evening near Kheda Bazaar temple of Jagadhri, Yamunanagar, Haryana.
A woman's bag was cut and gold bangles were stolen. police surveillance in cctv
AAI is busy searching for the suspicious women. The woman bought some goods from the general store
During his purchase, he was made a victim.",0
"सहयोगी से बंदूक की नोक पर 50 लाख रुपये लूट लिए गए थे. पुलिस की जांच में
खुलासा हुआ है कि इस वारदात को तीन गैंग के बदमाशों ने अंजाम दिया था. इस
वारदात में 3 आरोपियों की तलाश जारी है.","Rs 50 lakh was looted from the associate at gunpoint. under police investigation
It has been revealed that this incident was carried out by miscreants of three gangs. This
The search for 3 accused in the incident is going on.",0
"बुधवार शाम पांच बजकर दस मिनट पर एक महिला ने अपनी बच्ची की किडनैपिंग जानकारी दी और बताया की मंदिर के पास बाइक सवार बदमाश उसकी गोद से बच्ची छीनकर अपने साथ लेकर फरार हो गए हैं. बच्ची की मां ने बताया कि उसने ही अपनी बच्ची को मंदिर पर छोड़ दिया था . उसने बताया की उसके पास पहले से 2 बेटियां हैं, जिसकी वजह से उसने अपनी 40 दिन की बच्ची को छोड़ दिया था.","On Wednesday evening at 5.10 pm, a woman informed about the kidnapping of her daughter and said that the miscreants riding a bike near the temple had snatched the girl from her lap and ran away with them. The girl's mother told that she had left her daughter at the temple. She told that she already had two daughters, due to which she had abandoned her 40-day-old daughter.",2
"हरियाणा के सोनीपत के कुं डली थाना क्षेत्र के गांव नाथूपुर में हने वाली भावना नाम
की एक महिला पर उसके पति गौरव ने चाकू से ताबड़तोड़ वार कर दिए. परिजन उसे
सोनीपत के एक निजी अस्पताल में लेकर पहुंचे जहां पर उसकी हालत नाजुक बनी हुई
है,सोनीपत के गांव नाथूपुर की रहने वाली भावना की शादी विवाह गांव लिवान के रहने
वाले गौरव के साथ पिछले माह बड़ी धूमधाम से की गई थी. शादी के बाद भावना पहली
होली मनाने अपने घर आ गई, जिसके बाद आज गौरव भावना से मिलने अपने ससुराल
पहुंचा और उसे बाइक पर बिठाकर खेतों की ओर ले गया और खेतों में ले जाकर गौरव
ने भावना को मौत के घाट उतारने के लिए उसकी गर्दन वह शरीर पर चाकू से वार किए,
लेकिन भावना उसके वालों से बचती हुई गांव की तरफ भाग आई. भावना की मां ने कहा
कि गौरव के उसकी भाभी के साथ नाजायज संबंध है, जिसके चलते उसने इस पूरी
वारदात को अंजाम दिया है।","Name of Bhavana, born in village Nathupur of Kundali police station area of ​​Sonipat, Haryana.
A woman was attacked with a knife by her husband Gaurav. family him
He was taken to a private hospital in Sonipat where his condition remains critical.
Yes, the marriage of Bhavna, resident of Nathupur village, Sonipat, marriage took place from village Liwan.
It was done with great pomp and show last month. feeling first after marriage
Came to her home to celebrate Holi, after which today Gaurav Bhavna went to meet her in-laws.
Reached him and took him on the bike towards the fields and after taking him to the fields, Gaurav
To kill Bhavna, he stabbed her with a knife on her neck and body.
But Bhavna ran towards the village, escaping from her family. Bhavna's mother said
That Gaurav has an illicit relationship with his sister-in-law, due to which he did this whole thing.
The crime has been committed.",4
"पंचकूला में कार में लिफ्ट लेकर किया अपहरण; मांगे 50 लाख रुपए, शोर मचाने पर छोड़कर भागे","Kidnapped while taking lift in car in Panchkula; Asked for 50 lakh rupees, when people raised noise they left and ran away",2
"करौली टोडाभीम के नादौती थाना अंतर्गत भीलापाड़ा रोड पर एक कुएं में युवती का
शव मिला. युवती के साथ पहले गैंगरेप और फिर एसिड डाल कर हत्या करने तथा
उसके बाद कुएं में फें कने की आशंका जताई है.","Girl found dead in a well on Bhilapada Road under Nadauti police station of Karauli Todabhim.
Dead body found. First gang rape of the girl and then murder by pouring acid and
After that there is a possibility of being thrown into the well.",3
मदवि रोहतक में तैनात सिक्योरिटी गार्ड को नाका प्वाईंट ड्यूटी के दौरान एक मोटरसाईकिल ने टक्कर मार दी। जिसे घायल अवस्था में पीजीआई रोहतक में दाखिल कराया गया। जहां पर इसकी ईलाज के दौरान मौत हो गई।,A security guard posted at Madvi Rohtak was hit by a motorcycle while on naka point duty. Who was admitted to PGI Rohtak in injured condition. Where he died during treatment.,1
"जिले की महिला ने आरोप लगाया है कि दो लोगों ने अपहरण कर उसके साथ खेत में
दरिंदगी की.","A woman from the district has alleged that two people kidnapped her and raped her in the fields.
Of cruelty.",4
"सीसीटीवी फुटेज में आरोपी और बच्ची की तस्वीर देखी गई है। इसमें उनके बीच कुछ
बातचीत हुई है। यह देखकर लग रहा है कि आरोपी बच्ची को लेने ही आया था। रात में
11 बजे बच्ची घर से बाहर कैसे आई, इसका जवाब अभी उसके पिता नहीं दे पा रहे हैं।","The picture of the accused and the girl has been seen in the CCTV footage. something between them
There has been a conversation. Seeing this, it seems that the accused had come to pick up the girl. At night
Her father is still unable to answer how the girl came out of the house at 11 o'clock.",2
"जींद के पास खून से लथपथ हालत में एक युवक का शव मिला.मृतक की
शिनाख्तकृष्ण कुमार सैनी (35) के रूप में हुई.","A dead body of a young man was found in a blood soaked condition near Jind.
He was identified as Krishna Kumar Saini (35).",3
"पानीपत में स्कूल मालिक का अपहरण करके 10 लाख रुपये की फिरौती मांगने का
मामला आया है","Kidnapping of school owner in Panipat and demanding ransom of Rs 10 lakh
the matter has come up",2
"हरियाणा में पुलिस उपाधीक्षक (डीएसपी) सुरेंद्र सिंह की हत्या . ट्रक ने डीएसपी को
कुचला.","Murder of Deputy Superintendent of Police (DSP) Surendra Singh in Haryana. The truck hit the DSP
Crushed.",3
हरियाणा के रेवाड़ी में 10 साल की मासूम के साथ 7 आरोपियों ने गैंगरेपकिया और उसका वीडियो बनाकर वायरल कर दिया. आरोपियों में से 6 नाबालिग हैं और एक बालिग 7 आरोपियों में से पांच आरोपी पीड़ित बच्ची के रिश्तेदार हैं. करीब एक सप्ताह पहले आरोपियों ने बंद पड़ी स्कूल की बिल्डिंग में 10 साल की मासूम बच्ची के साथ गैंगरेप किया. वीडियो वायरल होने के बाद घटना का खुलासा हुआ.,"In Rewari, Haryana, 7 accused gang-raped a 10-year-old innocent girl and made its video viral. Six of the accused are minors and one is an adult. Out of the seven accused, five are relatives of the victim girl. About a week ago, the accused gang-raped an innocent 10-year-old girl in a closed school building. The incident came to light after the video went viral.",4
"आज रात को हरियाणा के खाड़ी शहर में एक डकैती की घटना हुई। चोरों ने एक गहने की दुकान में घुसकर लूटपाट की। सूचनाओं के अनुसार, घटना के समय दुकान में कुछ ग्राहक और कर्मचारी मौजूद थे। चोरों ने अपने मास्क पहने हुए बंदूकों से धमकाते हुए दुकान में घुस गए।","A robbery incident took place in Bay city of Haryana tonight. Thieves entered a jewelery shop and looted it. According to reports, some customers and employees were present in the shop at the time of the incident. The thieves entered the shop wearing their masks and threatening them with guns.",0
"गांव भगडाना में तीन घरों में चोरी की वारदात को अंजाम दिया है, तीनों घरों से
लगभग 20 लाख रुपये से अधिक के सोने चांदी के आभूषण तथा कुछ नकदी चुरा ले
गए हैं। सूचना पाकर मौके पर पहुंची पुलिस ने मौका मुआयान किया तथा शिकायत के
आधार पर चोरी का मामला दर्ज कर लिया है।","Theft has been committed in three houses in village Bhagdana, from all the three houses
Stole gold and silver jewelery and some cash worth more than Rs 20 lakh.
went. After receiving the information, the police reached the spot, inspected the spot and registered the complaint.
A case of theft has been registered on this basis.",0
